Wavelength,Cristal_T,Vidrio_T,Acetato_T,Cristal_Abs,Vidrio_Abs,Acetato_R,Cristal_R,Vidrio_R,Acetato_Abs
2485.0,91.32778931,88.73646545,65.66242981,0.03951048851,0.05146254227,0.7115209699,0.4370888174,0.6273798943,0.1802338362
2484.0,91.32820892,88.73836517,65.3088913,0.03941141069,0.05141410977,0.7466036677,0.3854304254,0.4926317334,0.1822460145
2483.0,91.35437012,88.74732208,64.88122559,0.03935857862,0.05136166513,0.7166022062,0.3743537366,0.6160241365,0.1850932389
2482.0,91.39506531,88.75717163,64.32057953,0.03934251145,0.05136492848,0.6817328334,0.3084369302,0.5013839602,0.1892446429
2481.0,91.43422699,88.76026154,63.58547211,0.03938677907,0.05133727938,0.6877028346,0.3680393994,0.5742965341,0.1947575957
2480.0,91.46104431,88.76490784,62.61037064,0.03944114596,0.05129672587,0.7249041796,0.3742649555,0.5730095506,0.2022058219
2479.0,91.4775238,88.77507782,61.45483398,0.03953450173,0.05126447603,0.7369708419,0.3822639585,0.5960872769,0.2111158222
2478.0,91.47297668,88.77693176,60.24614716,0.03956203535,0.05121190101,0.7331187129,0.3786334693,0.5736848116,0.220472008
2477.0,91.44646454,88.7868042,59.09735107,0.0396489799,0.0512095727,0.711145699,0.299484998,0.5205048323,0.2296131551
2476.0,91.40370941,88.79232788,58.19636154,0.03964529186,0.05119891092,0.6896156669,0.3485753834,0.5895451903,0.2367744297
